quality Training	performance	test recall	test precision
0,3888888888888889	19,167259	0,3938223938223938	0,5196078431372549
0,39555555555555555	18,984448	0,43243243243243246	0,4017857142857143
0,37777777777777777	20,660569000000002	0,4362934362934363	0,35398230088495575
0,36666666666666664	22,020775	0,4362934362934363	0,25663716814159293
0,3888888888888889	18,546585	0,42857142857142855	0,4864864864864865
0,36666666666666664	17,042162	0,4092664092664093	0,4056603773584906
0,38222222222222224	15,890941	0,4247104247104247	0,5636363636363636
0,39111111111111113	15,929257	0,4247104247104247	0,2727272727272727
0,37777777777777777	16,816836000000002	0,3861003861003861	0,6
0,3844444444444444	17,729592	0,42857142857142855	0,32432432432432434
0,41333333333333333	16,353116999999997	0,4247104247104247	0,5727272727272728
0,39111111111111113	18,456544	0,3745173745173745	0,5567010309278351
0,37777777777777777	17,969931	0,4092664092664093	0,5377358490566038
0,39111111111111113	16,791525	0,4362934362934363	0,23008849557522124
0,3688888888888889	16,452609	0,46332046332046334	0,5083333333333333
0,38	15,840291	0,4092664092664093	0,49056603773584906
0,37333333333333335	15,530465999999999	0,416988416988417	0,3611111111111111
0,35333333333333333	17,500949	0,4247104247104247	0,32727272727272727
0,39111111111111113	20,157075	0,4362934362934363	0,4424778761061947
0,38666666666666666	15,519268	0,43243243243243246	0,5535714285714286
0,3422222222222222	17,65039	0,42857142857142855	0,6036036036036037
0,37777777777777777	20,354651	0,42857142857142855	0,5225225225225225
0,3888888888888889	15,8827	0,4517374517374517	0,2905982905982906
0,3977777777777778	16,326067000000002	0,42084942084942084	0,5596330275229358
0,38222222222222224	15,793297	0,43243243243243246	0,33035714285714285
0,3933333333333333	16,753463	0,416988416988417	0,3425925925925926
0,37777777777777777	16,511962	0,41312741312741313	0,3177570093457944
0,4066666666666667	16,627366000000002	0,42857142857142855	0,35135135135135137
0,41333333333333333	16,465404	0,4247104247104247	0,5454545454545454
0,4	15,825455999999999	0,3783783783783784	0,5510204081632653
0,36	16,028314	0,416988416988417	0,5740740740740741
0,36444444444444446	17,335289	0,4362934362934363	0,5486725663716814
0,39555555555555555	13,748101	0,4362934362934363	0,24778761061946902
0,3977777777777778	17,858792	0,41312741312741313	0,5233644859813084
0,38666666666666666	15,977384	0,43243243243243246	0,1875
0,4	16,69237	0,42857142857142855	0,2972972972972973
0,38	17,340734	0,4092664092664093	0,46226415094339623
0,37777777777777777	16,255256	0,43243243243243246	0,625
0,38	15,696612	0,4362934362934363	0,24778761061946902
0,35777777777777775	15,848246	0,43243243243243246	0,5267857142857143
0,39555555555555555	15,214573000000001	0,3938223938223938	0,5196078431372549
0,36444444444444446	17,713612	0,46332046332046334	0,35833333333333334
0,39111111111111113	16,854397	0,44015444015444016	0,5175438596491229
0,3977777777777778	16,885682	0,4555984555984556	0,2796610169491525
0,3977777777777778	16,829892	0,444015444015444	0,30434782608695654
