@RELATION twitch_sentiment

@ATTRIBUTE feature0 NUMERIC
@ATTRIBUTE feature1 NUMERIC
@ATTRIBUTE feature2 NUMERIC
@ATTRIBUTE feature3 NUMERIC
@ATTRIBUTE feature4 NUMERIC
@ATTRIBUTE feature5 NUMERIC
@ATTRIBUTE feature6 NUMERIC
@ATTRIBUTE feature7 NUMERIC
@ATTRIBUTE feature8 NUMERIC
@ATTRIBUTE feature9 NUMERIC
@ATTRIBUTE feature10 NUMERIC
@ATTRIBUTE feature11 NUMERIC
@ATTRIBUTE feature12 NUMERIC
@ATTRIBUTE feature13 NUMERIC
@ATTRIBUTE feature14 NUMERIC
@ATTRIBUTE feature15 NUMERIC
@ATTRIBUTE feature16 NUMERIC
@ATTRIBUTE feature17 NUMERIC
@ATTRIBUTE feature18 NUMERIC
@ATTRIBUTE feature19 NUMERIC
@ATTRIBUTE feature20 NUMERIC
@ATTRIBUTE feature21 NUMERIC
@ATTRIBUTE feature22 NUMERIC
@ATTRIBUTE feature23 NUMERIC
@ATTRIBUTE feature24 NUMERIC
@ATTRIBUTE feature25 NUMERIC
@ATTRIBUTE feature26 NUMERIC
@ATTRIBUTE feature27 NUMERIC
@ATTRIBUTE feature28 NUMERIC
@ATTRIBUTE feature29 NUMERIC
@ATTRIBUTE feature30 NUMERIC
@ATTRIBUTE feature31 NUMERIC
@ATTRIBUTE feature32 NUMERIC
@ATTRIBUTE feature33 NUMERIC
@ATTRIBUTE feature34 NUMERIC
@ATTRIBUTE feature35 NUMERIC
@ATTRIBUTE feature36 NUMERIC
@ATTRIBUTE feature37 NUMERIC
@ATTRIBUTE feature38 NUMERIC
@ATTRIBUTE feature39 NUMERIC
@ATTRIBUTE feature40 NUMERIC
@ATTRIBUTE feature41 NUMERIC
@ATTRIBUTE feature42 NUMERIC
@ATTRIBUTE feature43 NUMERIC
@ATTRIBUTE feature44 NUMERIC
@ATTRIBUTE feature45 NUMERIC
@ATTRIBUTE feature46 NUMERIC
@ATTRIBUTE feature47 NUMERIC
@ATTRIBUTE feature48 NUMERIC
@ATTRIBUTE feature49 NUMERIC
@ATTRIBUTE feature50 NUMERIC
@ATTRIBUTE feature51 NUMERIC
@ATTRIBUTE feature52 NUMERIC
@ATTRIBUTE feature53 NUMERIC
@ATTRIBUTE feature54 NUMERIC
@ATTRIBUTE feature55 NUMERIC
@ATTRIBUTE class {NEGATIVE,NEUTRAL,POSITIVE}

@DATA
{0 1.0 ,3 0.8 ,4 1.0 ,5 0.8 ,14 2.0 ,15 1.0 ,17 2.222808475051855 ,18 3.0 ,19 0.8734299091644339 ,21 1.0 ,22 5.0 ,24 3.1035103510351036 ,25 6.0 ,26 0.604860486048605 ,28 1.0 ,31 1.0 ,32 1.0 ,33 1.0 ,35 1.0 ,38 1.0 ,39 1.0 ,40 1.0 ,56 POSITIVE}
{14 2.0 ,17 1.4167652415037661 ,18 2.0 ,19 0.8129370533184417 ,22 2.0 ,24 1.062706270627063 ,25 2.0 ,28 1.0 ,31 1.0 ,32 1.0 ,33 1.0 ,35 1.0 ,38 1.0 ,39 1.0 ,40 1.0 ,56 POSITIVE}
{14 1.0 ,15 2.0 ,17 1.6450645642258623 ,18 3.0 ,19 0.6038281881853245 ,22 3.0 ,23 1.0 ,24 1.966896689668967 ,25 4.0 ,27 0.41694169416941695 ,56 NEUTRAL}
{44 1.0 ,46 1.0 ,48 0.0 ,56 NEGATIVE}
{0 1.0 ,3 0.6 ,4 1.0 ,5 0.6 ,14 1.0 ,15 2.0 ,17 1.6670829734205563 ,18 3.0 ,19 0.6382367666719851 ,22 6.0 ,24 2.9725972597259727 ,25 6.0 ,36 1.0 ,38 0.5 ,39 1.0 ,56 NEGATIVE}
{14 1.0 ,15 3.0 ,17 2.3452026606953247 ,18 4.0 ,19 0.8019333505724677 ,21 1.0 ,22 4.0 ,23 1.0 ,24 3.015601560156016 ,25 6.0 ,26 0.5837583758375838 ,27 0.4013401340134014 ,44 2.0 ,46 2.0 ,48 0.0 ,56 NEGATIVE}
{2 1.0 ,3 0.1 ,4 1.0 ,6 0.1 ,14 2.0 ,15 1.0 ,17 1.8211348118641926 ,18 3.0 ,19 0.6753742634396476 ,22 5.0 ,23 1.0 ,24 2.696669666966697 ,25 6.0 ,27 0.25642564256425643 ,35 1.0 ,38 1.0 ,39 1.0 ,40 1.0 ,56 NEGATIVE}
{0 1.0 ,2 1.0 ,3 1.0 ,4 2.0 ,5 0.8 ,6 0.2 ,14 2.0 ,15 1.0 ,16 1.0 ,17 2.1814895712407227 ,18 4.0 ,19 0.7826658670642671 ,20 0.1663814873705002 ,21 2.0 ,22 1.0 ,23 1.0 ,24 2.061506150615062 ,25 4.0 ,26 0.5973597359735974 ,27 0.4043404340434043 ,28 1.0 ,30 1.0 ,31 1.0 ,32 2.0 ,33 1.0 ,34 0.0 ,35 1.0 ,37 1.0 ,38 1.0 ,39 2.0 ,40 1.0 ,41 0.0 ,42 1.0 ,45 1.0 ,46 1.0 ,47 1.0 ,49 1.0 ,51 1.0 ,52 1.0 ,53 2.0 ,54 0.7 ,55 0.3 ,56 POSITIVE}
{15 4.0 ,17 2.057692413497142 ,18 4.0 ,22 7.0 ,24 3.537753775377538 ,25 7.0 ,36 1.0 ,38 0.5 ,39 1.0 ,56 NEUTRAL}
{56 POSITIVE}
{15 2.0 ,16 1.0 ,17 1.4744686587036542 ,18 3.0 ,20 0.44562245195508293 ,22 4.0 ,23 1.0 ,24 2.3833383338333833 ,25 5.0 ,27 0.39793979397939794 ,30 1.0 ,32 1.0 ,34 0.0 ,44 1.0 ,46 1.0 ,48 0.0 ,56 NEGATIVE}
{42 1.0 ,45 1.0 ,46 1.0 ,47 1.0 ,56 POSITIVE}
{42 1.0 ,45 1.0 ,46 1.0 ,47 1.0 ,56 POSITIVE}
{21 1.0 ,24 0.5514551455145514 ,25 1.0 ,26 0.5514551455145514 ,56 POSITIVE}
{14 2.0 ,17 1.244832386097922 ,18 2.0 ,19 0.6299729859097587 ,22 2.0 ,24 0.9975997599759976 ,25 2.0 ,28 1.0 ,31 1.0 ,32 1.0 ,33 1.0 ,35 1.0 ,38 1.0 ,39 1.0 ,40 1.0 ,42 1.0 ,45 1.0 ,46 1.0 ,47 1.0 ,56 POSITIVE}
{44 1.0 ,46 1.0 ,48 0.0 ,56 NEGATIVE}
{14 2.0 ,15 4.0 ,16 1.0 ,17 3.605720825057632 ,18 7.0 ,19 0.6189967924206495 ,20 0.3768328042386263 ,21 1.0 ,22 10.0 ,23 1.0 ,24 6.000500050005002 ,25 12.0 ,26 0.5720572057205721 ,27 0.42464246424642466 ,30 1.0 ,32 1.0 ,34 0.0 ,36 1.0 ,37 1.0 ,38 0.5 ,39 2.0 ,41 0.0 ,56 NEUTRAL}
