quality Training	performance	test recall	test precision
0,0	51,254168	0,9613899613899614	0,7429718875502008
0,0	46,819154	0,9768339768339769	0,45454545454545453
0,0	58,09121	0,9768339768339769	0,7430830039525692
0,0	43,315207	0,9652509652509652	0,76
0,0	58,505132	0,9613899613899614	0,7871485943775101
0,0	59,64266	0,9922779922779923	0,7937743190661478
0,0	59,840096	0,9613899613899614	0,7751004016064257
0,0	62,101352	0,9652509652509652	0,776
0,0	43,023055	0,9575289575289575	0,7943548387096774
0,0	54,813998	0,9498069498069498	0,7642276422764228
0,0	43,013216	0,9536679536679536	0,7732793522267206
0,0	61,357041	0,9806949806949807	0,7637795275590551
0,0	59,077312	0,972972972972973	0,7301587301587301
0,0	60,421251	0,9691119691119691	0,7729083665338645
0,0	60,133987	0,9691119691119691	0,7569721115537849
0,0	50,670934	0,9845559845559846	0,7803921568627451
0,0	48,038617	0,9613899613899614	0,7831325301204819
0,0	57,111151	0,9691119691119691	0,7649402390438247
0,0	62,268904	0,972972972972973	0,746031746031746
0,0	60,460686	0,9652509652509652	0,776
0,0	64,765353	0,972972972972973	0,7777777777777778
0,0	66,866079	0,9691119691119691	0,7689243027888446
0,0	47,080118	0,9652509652509652	0,764
0,0	61,623147	0,9768339768339769	0,7391304347826086
0,0	57,106834	0,9768339768339769	0,7509881422924901
0,0	61,024927	0,9459459459459459	0,7836734693877551
0,0	56,063881	0,9613899613899614	0,7791164658634538
0,0	54,986226	0,9613899613899614	0,8192771084337349
0,0	60,667879	0,972972972972973	0,7182539682539683
0,0	49,031213	0,9768339768339769	0,7707509881422925
0,0	59,843245	0,9613899613899614	0,7991967871485943
0,0	54,694936	0,9459459459459459	0,7836734693877551
0,0	46,662927	0,9536679536679536	0,7489878542510121
0,0	49,398556	0,9613899613899614	0,7630522088353414
0,0	63,709108	0,9652509652509652	0,76
0,0	57,845179	0,9652509652509652	0,724
0,0	43,767757	0,9691119691119691	0,7689243027888446
0,0	41,723721	0,9652509652509652	0,756
0,0	44,852314	0,9652509652509652	0,784
0,0	47,802979	0,9536679536679536	0,7651821862348178
0,0	54,123886	0,9652509652509652	0,78
0,0	57,285752	0,9691119691119691	0,749003984063745
0,0	64,102561	0,9691119691119691	0,7768924302788844
0,0	59,16772	0,9691119691119691	0,7689243027888446
0,0	55,329954	0,9652509652509652	0,776
0,0	59,235287	0,9691119691119691	0,7888446215139442
0,0	53,739408	0,9536679536679536	0,757085020242915
0,0	57,032873	0,9691119691119691	0,7609561752988048
0,0	50,226991	0,9691119691119691	0,5737051792828686
0,0	56,926373	0,9613899613899614	0,7630522088353414
0,0	55,012251	0,9536679536679536	0,7692307692307693
0,0	56,107312	0,9845559845559846	0,7450980392156863
0,0	58,270548	0,9536679536679536	0,7813765182186235
0,0	55,158665	0,9691119691119691	0,7649402390438247
0,0	58,490911	0,9691119691119691	0,7768924302788844
0,0	60,880111	0,9652509652509652	0,804
0,0	56,079331	0,9575289575289575	0,7258064516129032
0,0	53,816461	0,9806949806949807	0,7913385826771654
0,0	56,490407	0,9575289575289575	0,7580645161290323
0,0	55,959765	0,9613899613899614	0,7710843373493976
0,0	58,378743	0,9652509652509652	0,78
0,0	60,365271	0,9652509652509652	0,78
0,0	49,212622	0,9691119691119691	0,7689243027888446
0,0	50,996515	0,9806949806949807	0,7440944881889764
0,0	58,774298	0,9768339768339769	0,7509881422924901
0,0	54,360196	0,9691119691119691	0,7609561752988048
0,0	60,815587	0,9575289575289575	0,5120967741935484
0,0	59,084607	0,9691119691119691	0,7609561752988048
0,0	60,35348	0,9536679536679536	0,757085020242915
0,0	51,764358	0,9768339768339769	0,758893280632411
0,0	58,129216	0,972972972972973	0,7658730158730159
0,0	59,859015	0,9806949806949807	0,7559055118110236
0,0	62,935925	0,9768339768339769	0,758893280632411
0,0	39,806825	0,9459459459459459	0,7673469387755102
0,0	41,234982	0,9768339768339769	0,758893280632411
0,0	45,282336	0,9575289575289575	0,8145161290322581
0,0	43,412632	0,9691119691119691	0,7729083665338645
0,0	44,238316	0,9652509652509652	0,764
0,0	53,972667	0,9536679536679536	0,7813765182186235
0,0	53,137582	0,9613899613899614	0,7751004016064257
0,0	55,1675	0,9691119691119691	0,7649402390438247
0,0	55,685604	0,972972972972973	0,7777777777777778
0,0	60,482109	0,9691119691119691	0,7689243027888446
0,0	57,90709	0,9536679536679536	0,7732793522267206
0,0	62,993291	0,9613899613899614	0,7389558232931727
0,0	58,853481	0,9613899613899614	0,751004016064257
0,0	58,509086	0,9498069498069498	0,7845528455284553
0,0	60,13596	0,972972972972973	0,7579365079365079
0,0	62,649365	0,9691119691119691	0,7808764940239044
0,0	52,667791	0,9536679536679536	0,757085020242915
0,0	55,40885	0,972972972972973	0,7777777777777778
0,0	58,273459	0,9768339768339769	0,7865612648221344
0,0	62,750835	0,9575289575289575	0,7903225806451613
0,0	62,863114	0,9691119691119691	0,7609561752988048
0,0	63,251521	0,9845559845559846	0,7568627450980392
0,0	54,157324	0,9652509652509652	0,744
0,0	61,687673	0,9691119691119691	0,7649402390438247
0,0	68,412551	0,9613899613899614	0,8112449799196787
0,0	47,389558	0,972972972972973	0,75
0,0	59,660003	0,9652509652509652	0,428
