BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			BayesNet			
-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S MDL -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S ENTROPY -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -mbc -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -mbc -S MDL -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -mbc -S ENTROPY -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -mbc -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -mbc -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5 	1566		
Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		Overall Recall: 	0,6808		
StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		StdDev Overall Recall: 	0,0261		
Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		Macro Overall Recall: 	0,6808		
StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		StdDev Macro Overall Recall: 	0,0261		
Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		Macro Pos/Neg Recall: 	0,6794		
StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		StdDev Macro Pos/Neg Recall: 	0,0327		
Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		Overall Precision: 	0,6808		
StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		StdDev Overall Precision: 	0,0261		
Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		Macro Overall Precision: 	0,6885		
StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		StdDev Macro Overall Precision: 	0,026		
Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		Macro Pos/Neg Precision: 	0,7293		
StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		StdDev Macro Pos/Neg Precision: 	0,0279		
Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		Negative Recall: 	0,6728		
StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		StdDev Negative Recall: 	0,0448		
Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		Negative Precision: 	0,7032		
StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		StdDev Negative Precision: 	0,0454		
Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		Negative F-Measure: 	0,6861		
StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		StdDev Negative F-Measure: 	0,0315		
Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		Neutral Recalls: 	0,6859		
StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		StdDev Neutral Recalls: 	0,0492		
Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		Neutral Precision: 	0,6067		
StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		StdDev Neutral Precision: 	0,0385		
Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		Neutral F-Measure: 	0,6429		
StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		StdDev Neutral F-Measure: 	0,0353		
