quality Training	performance	test recall	test precision
0,5422222222222223	26,379338	0,9575289575289575	0,6733870967741935
0,5355555555555556	25,24196	0,9613899613899614	0,7068273092369478
0,5044444444444445	24,937562999999997	0,9420849420849421	0,7049180327868853
0,5155555555555555	26,15896	0,9652509652509652	0,684
0,5177777777777778	25,214749	0,9575289575289575	0,7096774193548387
0,5155555555555555	26,512472	0,9652509652509652	0,736
0,5088888888888888	24,626082	0,972972972972973	0,7222222222222222
0,5311111111111111	27,385305000000002	0,9575289575289575	0,6895161290322581
0,5133333333333333	25,870198	0,9613899613899614	0,6827309236947792
0,5177777777777778	25,408431999999998	0,9652509652509652	0,716
0,5022222222222222	24,602733	0,9498069498069498	0,7439024390243902
0,5088888888888888	23,886678999999997	0,9613899613899614	0,7309236947791165
0,5377777777777778	37,244923	0,9768339768339769	0,7035573122529645
0,5133333333333333	23,75522	0,9691119691119691	0,6932270916334662
0,5044444444444445	21,771833	0,9613899613899614	0,714859437751004
0,5288888888888889	22,400725	0,9575289575289575	0,6975806451612904
0,49777777777777776	23,012387999999998	0,972972972972973	0,746031746031746
0,5088888888888888	22,140672000000002	0,9652509652509652	0,74
0,4911111111111111	25,511032	0,9652509652509652	0,728
0,5577777777777778	24,688519	0,9652509652509652	0,7
0,5266666666666666	22,58318	0,972972972972973	0,6984126984126984
0,5333333333333333	20,675247	0,9768339768339769	0,7193675889328063
0,5133333333333333	22,507815	0,9575289575289575	0,7338709677419355
0,5066666666666667	23,026642	0,9691119691119691	0,749003984063745
0,5177777777777778	21,620502	0,9575289575289575	0,7419354838709677
0,5355555555555556	24,41307	0,9652509652509652	0,672
0,4666666666666667	20,718511	0,9498069498069498	0,7398373983739838
0,5222222222222223	21,697972	0,9613899613899614	0,7269076305220884
0,5333333333333333	20,756684	0,9498069498069498	0,7113821138211383
0,5266666666666666	23,464945	0,9459459459459459	0,7224489795918367
0,5311111111111111	22,049789	0,9459459459459459	0,7020408163265306
0,54	22,252726000000003	0,9498069498069498	0,6747967479674797
0,5133333333333333	21,092893	0,9691119691119691	0,7370517928286853
0,5488888888888889	23,345529	0,9613899613899614	0,6907630522088354
0,5177777777777778	21,299227000000002	0,9536679536679536	0,7489878542510121
0,49777777777777776	21,692301999999998	0,9652509652509652	0,736
0,4888888888888889	20,328525	0,972972972972973	0,6984126984126984
0,5022222222222222	21,322382	0,9691119691119691	0,7051792828685259
0,52	23,994213	0,9613899613899614	0,7068273092369478
0,5377777777777778	22,532158	0,9652509652509652	0,672
0,5088888888888888	21,380380000000002	0,9536679536679536	0,7165991902834008
0,5488888888888889	22,58312	0,9536679536679536	0,6518218623481782
0,52	23,122916999999998	0,9691119691119691	0,7091633466135459
0,5377777777777778	22,502297	0,9691119691119691	0,7091633466135459
0,5377777777777778	20,584674	0,9575289575289575	0,6935483870967742
0,5111111111111111	21,889761999999997	0,9691119691119691	0,6852589641434262
0,5266666666666666	25,005203	0,9613899613899614	0,7228915662650602
0,52	22,583589	0,9652509652509652	0,68
0,5355555555555556	19,809945	0,9498069498069498	0,6829268292682927
0,5222222222222223	21,837888	0,9459459459459459	0,7428571428571429
0,5244444444444445	22,049868	0,972972972972973	0,7182539682539683
0,5333333333333333	22,574239000000002	0,9536679536679536	0,708502024291498
0,5022222222222222	21,06523	0,9613899613899614	0,7309236947791165
0,49333333333333335	22,877896	0,9575289575289575	0,7540322580645161
0,5066666666666667	21,738554	0,9652509652509652	0,692
0,5422222222222223	23,14968	0,9613899613899614	0,6987951807228916
0,5222222222222223	21,017992	0,9806949806949807	0,7440944881889764
0,5288888888888889	21,80086	0,9691119691119691	0,6932270916334662
0,4955555555555556	22,724191	0,9498069498069498	0,7113821138211383
0,5222222222222223	22,454251	0,972972972972973	0,7222222222222222
0,5244444444444445	21,13072	0,9613899613899614	0,7429718875502008
0,5355555555555556	20,178157	0,9575289575289575	0,717741935483871
0,5066666666666667	21,910775	0,9536679536679536	0,7206477732793523
0,52	20,995014	0,9652509652509652	0,704
0,5155555555555555	21,836312	0,9613899613899614	0,6947791164658634
0,5377777777777778	21,267501999999997	0,9498069498069498	0,6951219512195121
0,52	22,81946	0,9459459459459459	0,7551020408163265
0,5022222222222222	21,394307	0,9575289575289575	0,7016129032258065
0,5088888888888888	21,636554	0,9613899613899614	0,7028112449799196
0,5044444444444445	21,412568	0,9536679536679536	0,7165991902834008
0,5133333333333333	22,763803	0,9806949806949807	0,6614173228346457
0,4533333333333333	21,772275	0,9652509652509652	0,72
0,5177777777777778	22,642452	0,9613899613899614	0,7068273092369478
0,5244444444444445	22,169049	0,9536679536679536	0,7449392712550608
0,5422222222222223	21,794381	0,9613899613899614	0,6987951807228916
0,5222222222222223	21,814863	0,9806949806949807	0,6968503937007874
0,5244444444444445	22,239439	0,9613899613899614	0,6987951807228916
0,48444444444444446	22,721781	0,9613899613899614	0,7068273092369478
0,5088888888888888	21,243059000000002	0,9575289575289575	0,6733870967741935
0,5288888888888889	21,454093	0,9806949806949807	0,7165354330708661
0,5288888888888889	20,648607	0,9613899613899614	0,7188755020080321
0,5177777777777778	22,749198	0,9498069498069498	0,7195121951219512
0,54	24,451179	0,9652509652509652	0,684
